symbol,model_name,prediction_col,forecast_col,model_role,min_weight,max_weight,role_multiplier,recent_mape,directional_accuracy,observation_count,naive_recent_mape,skill_vs_naive_multiplier,direction_multiplier,price_accuracy_score,raw_score,final_weight,final_weight_pct
MGM,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,3.197183,0.640449,90,1.9090306768422203,0.75,1.0842696629213482,0.2900919147406579,0.1887227176,0.07272262818450946,7.2723
MGM,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.029109,0.404494,90,1.9090306768422203,0.95,0.9426966292134831,0.43876804982085843,0.4125910987,0.19898832661752539,19.8988
MGM,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.000062,0.404494,90,1.9090306768422203,1.1,0.9426966292134831,0.4444321328936757,0.5161644779,0.27889941120931294,27.8899
MHK,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.892971,0.0,90,1.8929711334568344,0.85,0.7,0.46664184336766895,0.2360041123,0.1632229012102178,16.3223
MHK,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.928561,0.595506,90,1.8929711334568344,0.75,1.0573033707865167,0.12227090395145086,0.0921101752,0.07418982859166233,7.419
MHK,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.897384,0.426966,90,1.8929711334568344,1.1,0.9561797752808988,0.4656828020930502,0.4653139185,0.2,20.0
MHK,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,11.089271,0.505618,90,1.8929711334568344,0.75,1.003370786516854,0.08818908777086465,0.0530918126,0.025470780981993152,2.5471
MHK,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.069536,0.426966,90,1.8929711334568344,0.95,0.9561797752808988,0.43112072618191805,0.4111983468,0.23727228201693704,23.7272
MHK,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.001449,0.449438,90,1.8929711334568344,0.95,0.9696629213483146,0.4441584215607003,0.4582477256,0.2998442071991897,29.9844
MKC,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.779882,0.011236,90,1.7798821653626564,0.85,0.7067415730337078,0.4926394334921116,0.251551935,0.14400743784035042,14.4007
MKC,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,8.426624,0.41573,90,1.7798821653626564,0.75,0.949438202247191,0.11525220544811295,0.0779652033,0.059136365035543606,5.9136
MKC,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.776806,0.52809,90,1.7798821653626564,1.1,1.0168539325842696,0.4933871216770381,0.5242792535,0.2,20.0
MKC,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,11.456214,0.47191,90,1.7798821653626564,0.75,0.9831460674157303,0.08542471780810376,0.0503909852,0.018831607918927948,1.8832
MKC,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.748364,0.539326,90,1.7798821653626564,1.1,1.0235955056179775,0.5004093536960523,0.5916103641,0.2610906249816766,26.1091
MKC,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.739053,0.539326,90,1.7798821653626564,1.1,1.0235955056179775,0.5027518632724935,0.6340051228,0.31693396422350134,31.6934
MKTX,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.341217,0.0,90,1.341216608761229,0.85,0.7,0.6284499511216801,0.3178385628,0.14466044667239883,14.466
MKTX,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.993636,0.460674,90,1.341216608761229,0.75,0.9764044943820225,0.16016308044199856,0.1114235655,0.06318478534425204,6.3185
MKTX,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.338642,0.516854,90,1.341216608761229,1.1,1.0101123595505617,0.6294682484404666,0.6644461723,0.2,20.0
MKTX,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,6.669353,0.494382,90,1.341216608761229,0.75,0.996629213483146,0.1445221774286008,0.0864210144,0.025738386666053964,2.5738
MKTX,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.40407,0.539326,90,1.341216608761229,1.1,1.0235955056179775,0.604569482378627,0.7147539688,0.2528719981395419,25.2872
MKTX,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.36876,0.550562,90,1.341216608761229,1.1,1.0303370786516854,0.6177566494202229,0.7841650204,0.3135443831777532,31.3544
MLM,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.402403,0.0,90,1.402403343720438,0.85,0.7,0.6051791191298782,0.3060693395,0.14292748211183415,14.2927
MLM,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.953783,0.426966,90,1.402403343720438,0.75,0.9561797752808988,0.19216789198962997,0.1309197744,0.06974930978978508,6.9749
MLM,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.410244,0.438202,90,1.402403343720438,1.1,0.9629213483146066,0.6023210474515817,0.6060872459,0.2,20.0
MLM,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.704008,0.449438,90,1.402403343720438,0.75,0.9696629213483146,0.1257227840540655,0.0731452332,0.02220804725014014,2.2208
MLM,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.4545,0.539326,90,1.402403343720438,1.1,1.0235955056179775,0.58668238998694,0.6936069035,0.2505900029949164,25.059
MLM,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.393331,0.550562,90,1.402403343720438,1.1,1.0303370786516854,0.608520279959024,0.7724406013,0.31452515785332413,31.4525
MMM,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.423963,0.0,90,1.4239634281578428,0.85,0.7,0.597384616162419,0.3021272696,0.14414705646377135,14.4147
MMM,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.891942,0.52809,90,1.4239634281578428,0.75,1.0168539325842696,0.24143264266657663,0.1749199842,0.08450749826564016,8.4507
MMM,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.437692,0.449438,90,1.4239634281578428,1.1,0.9696629213483146,0.5925250017725485,0.6004042528,0.2,20.0
MMM,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,8.112416,0.483146,90,1.4239634281578428,0.75,0.9898876404494381,0.11958266507000537,0.0710240413,0.022132078427642577,2.2132
MMM,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.489617,0.494382,90,1.4239634281578428,1.1,0.996629213483146,0.5748392505759854,0.6617013367,0.24619533345026942,24.6195
MMM,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.454015,0.483146,90,1.4239634281578428,1.1,0.9898876404494381,0.5868492473439507,0.7156870542,0.30301803339267647,30.3018
MNST,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.227164,0.0,90,1.2271636620387907,0.85,0.7,0.6769730570137324,0.3423791236,0.15124288402073388,15.1243
MNST,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.052455,0.404494,90,1.2271636620387907,0.75,0.9426966292134831,0.1885918901470669,0.1266717691,0.06745735165477512,6.7457
MNST,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.222842,0.561798,90,1.2271636620387907,1.1,1.0370786516853931,0.6789594296998496,0.7358203747,0.2,20.0
MNST,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,6.11524,0.449438,90,1.2271636620387907,0.75,0.9696629213483146,0.157103257622729,0.0914023222,0.02702803434179968,2.7028
MNST,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.351158,0.550562,90,1.2271636620387907,0.95,1.0303370786516854,0.6245479224000925,0.6418861446,0.22980831487564315,22.9808
MNST,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.285442,0.550562,90,1.2271636620387907,1.1,1.0303370786516854,0.6512782960435642,0.82671657,0.32446341510704824,32.4463
MO,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.188323,0.011236,90,1.1883231018430234,0.85,0.7067415730337078,0.6952540765830921,0.3550111834,0.1493641182879413,14.9364
MO,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.460825,0.460674,90,1.1883231018430234,0.75,0.9764044943820225,0.21227706436858595,0.1476786493,0.07133379302430756,7.1334
MO,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.184347,0.550562,90,1.1883231018430234,1.1,1.0303370786516854,0.6971813043304604,0.7506566771,0.2,20.0
MO,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,4.331872,0.505618,90,1.1883231018430234,0.75,1.003370786516854,0.2182513925954668,0.1313922429,0.0367753889804843,3.6775
MO,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.272306,0.550562,90,1.1883231018430234,0.95,1.0303370786516854,0.6568982169998141,0.6751345234,0.2289634743286861,22.8963
MO,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.241295,0.516854,90,1.1883231018430234,1.1,1.0101123595505617,0.6705582686178426,0.8344818882,0.3135632253785807,31.3563
MOH,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.626443,0.0,90,2.6264426139470394,0.85,0.7,0.34765164274485744,0.1758248183,0.14682307985963897,14.6823
MOH,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,10.965623,0.516854,90,2.6264426139470394,0.75,1.0101123595505617,0.08916134290574193,0.0641698693,0.06533701578499543,6.5337
MOH,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.629097,0.494382,90,2.6264426139470394,1.1,0.996629213483146,0.3473311318696958,0.3617375686,0.2,20.0
MOH,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,25.743725,0.505618,90,2.6264426139470394,0.75,1.003370786516854,0.038470823476178584,0.0231603002,0.01275389687131277,1.2754
MOH,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.716617,0.561798,90,2.6264426139470394,1.1,1.0370786516853931,0.3370842599956077,0.4037682378,0.26234679214328843,26.2347
MOH,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.674835,0.505618,90,2.6264426139470394,1.1,1.003370786516854,0.34189967659257164,0.4226402456,0.3127392153407644,31.2739
MOS,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.406048,0.022472,90,2.4060481208714166,0.85,0.7134831460674157,0.3764992027598929,0.1940821663,0.1440225773350824,14.4023
MOS,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.359355,0.483146,90,2.4060481208714166,0.75,0.9898876404494381,0.13141718414966397,0.0926878755,0.07490238907842678,7.4902
MOS,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.403771,0.539326,90,2.4060481208714166,1.1,1.0235955056179775,0.3768223009448369,0.4030707263,0.2,20.0
MOS,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,3.902346,0.52809,90,2.4060481208714166,0.75,1.0168539325842696,0.24082769392470083,0.1469319526,0.0711807846130265,7.1181
MOS,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.578374,0.483146,90,2.4060481208714166,0.95,0.9898876404494381,0.3535600256680497,0.3491097378,0.2091252625217073,20.9125
MOS,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.499019,0.52809,90,2.4060481208714166,1.1,1.0168539325842696,0.3637661323483698,0.4557131314,0.30076898645175704,30.0769
MPC,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.863418,0.011236,90,1.8634183956223191,0.85,0.7067415730337078,0.47316707475972314,0.2416089439,0.15297911464909025,15.2979
MPC,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.932649,0.505618,90,1.8634183956223191,0.75,1.003370786516854,0.13922439334988754,0.0995317535,0.07242265077631137,7.2423
MPC,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.860348,0.52809,90,1.8634183956223191,1.1,1.0168539325842696,0.4738555081153224,0.5035247196,0.2,20.0
MPC,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.651943,0.52809,90,1.8634183956223191,0.75,1.0168539325842696,0.12655115411500092,0.0772104232,0.032908802545773205,3.2909
MPC,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.998922,0.47191,90,1.8634183956223191,0.95,0.9831460674157303,0.44465752218767896,0.436070386,0.2258629136870862,22.5863
MPC,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.924122,0.460674,90,1.8634183956223191,1.1,0.9764044943820225,0.45995571021846965,0.5532946775,0.315826518341739,31.5827
MPWR,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.624941,0.0,90,2.6249405443834304,0.85,0.7,0.34783328022335275,0.1759166815,0.14120784025560407,14.1208
MPWR,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,10.474033,0.41573,90,2.6249405443834304,0.75,0.949438202247191,0.09324850340614406,0.0630802551,0.06270533406310659,6.2705
MPWR,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.603427,0.595506,90,2.6249405443834304,1.1,1.0573033707865167,0.3504557783933941,0.3872122892,0.2,20.0
MPWR,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,10.225508,0.449438,90,2.6249405443834304,0.75,0.9696629213483146,0.09546076581372813,0.055538859,0.028795332768565742,2.8795
MPWR,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.62572,0.539326,90,2.6249405443834304,1.1,1.0235955056179775,0.3477390262883865,0.4111154406,0.2531517666268151,25.3152
MPWR,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.597649,0.573034,90,2.6249405443834304,1.1,1.043820224719101,0.3511668750432024,0.4515958665,0.31413972628590847,31.414
MRK,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.243466,0.0,90,1.2434657204510544,0.85,0.7,0.6695834971679038,0.3386418537,0.15151531013848402,15.1515
MRK,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.782648,0.483146,90,1.2434657204510544,0.75,0.9898876404494381,0.2479759987225988,0.1748962181,0.0824289706887385,8.2429
MRK,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.244236,0.41573,90,1.2434657204510544,1.1,0.949438202247191,0.669238524101229,0.6639936492,0.2,20.0
MRK,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,8.799226,0.516854,90,1.2434657204510544,0.75,1.0101123595505617,0.1105066877916237,0.0669745027,0.020077073574598592,2.0077
MRK,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.330632,0.494382,90,1.2434657204510544,0.95,0.996629213483146,0.6326584551488207,0.6289495838,0.22854140847012416,22.8541
MRK,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.289709,0.483146,90,1.2434657204510544,1.1,0.9898876404494381,0.6494733084468818,0.7920597002,0.31743723712805466,31.7437
MRNA,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,3.024901,0.0,90,3.0249013717047717,0.85,0.7,0.30535270730289,0.1544321317,0.15118109865963242,15.1181
MRNA,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,9.512306,0.438202,90,3.0249013717047717,0.75,0.9629213483146066,0.10243481599819819,0.0702786282,0.07604526747650381,7.6045
MRNA,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,3.016432,0.539326,90,3.0249013717047717,1.1,1.0235955056179775,0.3061444230284542,0.327469618,0.2,20.0
MRNA,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,20.888936,0.494382,90,3.0249013717047717,0.75,0.996629213483146,0.04730607062136138,0.0282879672,0.018533756969125247,1.8534
MRNA,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,3.193364,0.483146,90,3.0249013717047717,0.95,0.9898876404494381,0.2904136835360382,0.2867582237,0.22787872573362794,22.7879
