symbol,model_name,prediction_col,forecast_col,model_role,min_weight,max_weight,role_multiplier,recent_mape,directional_accuracy,observation_count,naive_recent_mape,skill_vs_naive_multiplier,direction_multiplier,price_accuracy_score,raw_score,final_weight,final_weight_pct
BIIB,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.251127,0.561798,90,1.7733191985484553,0.75,1.0370786516853931,0.1817809219963367,0.1131126681,0.04389438576254562,4.3894
BIIB,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.917015,0.41573,90,1.7733191985484553,0.95,0.949438202247191,0.46146421207872623,0.4370364225,0.2095959050988564,20.9596
BIIB,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.855308,0.41573,90,1.7733191985484553,1.1,0.949438202247191,0.4749899701992664,0.555599504,0.29560537268111536,29.5605
BIO,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.724963,0.0,90,1.7249626515329681,0.85,0.7,0.5063386891006769,0.256080792,0.1601864734146491,16.0186
BIO,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.449149,0.550562,90,1.7249626515329681,0.75,1.0303370786516854,0.17546478235717594,0.1288113583,0.08542496644236643,8.5425
BIO,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.728317,0.47191,90,1.7249626515329681,1.1,0.9831460674157303,0.5054800934272866,0.5193240005,0.2,20.0
BIO,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.233088,0.561798,90,1.7249626515329681,0.75,1.0370786516853931,0.08010838070910092,0.0498472149,0.02144826549932338,2.1448
BIO,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.917172,0.47191,90,1.7249626515329681,0.95,0.9831460674157303,0.4614308337146572,0.4525197748,0.23471026210590568,23.471
BIO,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.826655,0.483146,90,1.7249626515329681,0.95,0.9898876404494381,0.4815437035541126,0.5071813068,0.2982300325377554,29.823
BK,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.165166,0.011236,90,1.1651663890926907,0.85,0.7067415730337078,0.7066306885942455,0.360820318,0.14492832121124138,14.4928
BK,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.654897,0.516854,90,1.1651663890926907,0.75,1.0101123595505617,0.25608869294091396,0.1843083271,0.07848973078420188,7.849
BK,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.151209,0.58427,90,1.1651663890926907,1.1,1.050561797752809,0.713669344552668,0.7834926683,0.2,20.0
BK,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,4.103777,0.595506,90,1.1651663890926907,0.75,1.0573033707865167,0.2296856070156588,0.1457084199,0.03833447009217834,3.8334
BK,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.219678,0.47191,90,1.1651663890926907,1.1,0.9831460674157303,0.6804213302285962,0.772641356,0.2432744365257386,24.3274
BK,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.201852,0.438202,90,1.1651663890926907,1.1,0.9629213483146066,0.6887754545933118,0.8171074782,0.2949730413866398,29.4973
BKNG,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.045728,0.0,90,2.0457283864466325,0.85,0.7,0.4355915995566954,0.2203004515,0.16441805478661242,16.4418
BKNG,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.070143,0.550562,90,2.0457283864466325,0.75,1.0303370786516854,0.13660934772934383,0.1002869943,0.08208633361864393,8.2086
BKNG,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.056087,0.47191,90,2.0457283864466325,1.1,0.9831460674157303,0.43363499317851545,0.4455112325,0.2,20.0
BKNG,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.077469,0.494382,90,2.0457283864466325,0.75,0.996629213483146,0.08111965269496851,0.0485077294,0.025193593579401638,2.5194
BKNG,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.290047,0.426966,90,2.0457283864466325,0.95,0.9561797752808988,0.393693550672165,0.3755007063,0.23502484037695945,23.5025
BKNG,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.227513,0.426966,90,2.0457283864466325,0.95,0.9561797752808988,0.40363055088663835,0.4106437451,0.2932771776383826,29.3277
BKR,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.673283,0.0,90,1.6732827098894656,0.85,0.7,0.5199443611997489,0.2629618607,0.15954411648196434,15.9544
BKR,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.345958,0.550562,90,1.6732827098894656,0.75,1.0303370786516854,0.151608006617226,0.1112977373,0.07636418479412743,7.6364
BKR,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.665912,0.550562,90,1.6732827098894656,1.1,1.0303370786516854,0.5219446112372818,0.5619789358,0.2,20.0
BKR,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.736042,0.494382,90,1.6732827098894656,0.75,0.996629213483146,0.1252184803125143,0.0748778373,0.03119245700922197,3.1192
BKR,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.827408,0.47191,90,1.6732827098894656,0.95,0.9831460674157303,0.4813691754203172,0.4720730713,0.23665523879786624,23.6655
BKR,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.778989,0.483146,90,1.6732827098894656,0.95,0.9898876404494381,0.4928562286132976,0.5190961157,0.29624400291682007,29.6244
BLDR,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.567537,0.0,90,2.5675371928140573,0.85,0.7,0.35491989335595425,0.1795007361,0.14296846691554482,14.2968
BLDR,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,11.577858,0.483146,90,2.5675371928140573,0.75,0.9898876404494381,0.08454616543232776,0.059629983,0.060884041052616064,6.0884
BLDR,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.562303,0.539326,90,2.5675371928140573,1.1,1.0235955056179775,0.3555804353346438,0.3803492096,0.2,20.0
BLDR,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,17.698207,0.438202,90,2.5675371928140573,0.75,0.9629213483146066,0.05571587142105824,0.0321900012,0.016672104688411675,1.6672
BLDR,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.552505,0.539326,90,2.5675371928140573,1.1,1.0235955056179775,0.35682358179329704,0.4218556819,0.25849089237516254,25.8491
BLDR,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.513865,0.573034,90,2.5675371928140573,1.1,1.043820224719101,0.3618122360497462,0.4652856572,0.320984494968265,32.0984
BLK,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.406884,0.0,90,1.406884181376003,0.85,0.7,0.603542487302597,0.305241613,0.16185130123485458,16.1851
BLK,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.709415,0.539326,90,1.406884181376003,0.75,1.0235955056179775,0.20163668222289655,0.1470560112,0.08388651320680746,8.3887
BLK,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.406443,0.52809,90,1.406884181376003,1.1,1.0168539325842696,0.6037031986884741,0.6415024804,0.2,20.0
BLK,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.483097,0.505618,90,1.406884181376003,0.75,1.003370786516854,0.12931429827334118,0.0778501135,0.02852702949637012,2.8527
BLK,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.543164,0.449438,90,1.406884181376003,0.95,0.9696629213483146,0.5576735676835632,0.5394034923,0.23765647916047924,23.7656
BLK,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.503745,0.393258,90,1.406884181376003,0.95,0.9359550561797753,0.5702084565162688,0.5678456152,0.28807867690148853,28.8079
BMY,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.234426,0.011236,90,1.234425526068149,0.85,0.7067415730337078,0.6736612800298145,0.3439854527,0.1510708746975466,15.1071
BMY,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.073366,0.52809,90,1.234425526068149,0.75,1.0168539325842696,0.30089976518028794,0.2180044155,0.09405473486462791,9.4055
BMY,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.234719,0.516854,90,1.234425526068149,1.1,1.0101123595505617,0.6735281698097844,0.7109543896,0.2,20.0
BMY,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,9.771263,0.516854,90,1.234425526068149,0.75,1.0101123595505617,0.09978781718986637,0.0604781445,0.01776987635980702,1.777
BMY,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.305722,0.449438,90,1.234425526068149,0.95,0.9696629213483146,0.6427882321294367,0.6217296952,0.22267855118020372,22.2679
BMY,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.27854,0.483146,90,1.234425526068149,1.1,0.9898876404494381,0.6542189973420418,0.7978472651,0.3144259628978148,31.4426
BR,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.571398,0.0,90,1.5713976740755757,0.85,0.7,0.5490289211594254,0.2776713769,0.14555955576788354,14.556
BR,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.547097,0.483146,90,1.5713976740755757,0.75,0.9898876404494381,0.12825286105236464,0.0904560944,0.06113012330451602,6.113
BR,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.575807,0.47191,90,1.5713976740755757,1.1,0.9831460674157303,0.5477030582485256,0.5627033527,0.2,20.0
BR,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,16.124868,0.47191,90,1.5713976740755757,0.75,0.9831460674157303,0.061069192812510144,0.0360239621,0.01239751050124157,1.2398
BR,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.595067,0.561798,90,1.5713976740755757,1.1,1.0370786516853931,0.541985808833776,0.6492046082,0.26342131428723253,26.3421
BR,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.589437,0.550562,90,1.5713976740755757,1.1,1.0303370786516854,0.5436445244887531,0.690088921,0.3174914961391263,31.7491
BRO,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.586534,0.022472,90,1.586533773942294,0.85,0.7134831460674157,0.5445040075976415,0.2806872274,0.14201939670695637,14.2019
BRO,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.971729,0.483146,90,1.586533773942294,0.75,0.9898876404494381,0.1607270205318344,0.1133599549,0.06716348178280732,6.7163
BRO,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.587045,0.494382,90,1.586533773942294,1.1,0.996629213483146,0.5443524550763532,0.5669308493,0.2,20.0
BRO,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,3.659508,0.561798,90,1.586533773942294,0.75,1.0370786516853931,0.2557866759947307,0.1591625406,0.05217922134661485,5.2179
BRO,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.618989,0.505618,90,1.586533773942294,1.1,1.003370786516854,0.5350487160623134,0.62006435,0.24327945782481789,24.3279
BRO,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.619128,0.494382,90,1.586533773942294,1.1,0.996629213483146,0.5350087061664686,0.656908937,0.29535844233880354,29.5358
BSX,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.9533,0.0,90,1.9533004847949116,0.85,0.7,0.4538645576947179,0.2295420001,0.15948193068342387,15.9482
BSX,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,9.888178,0.494382,90,1.9533004847949116,0.75,0.996629213483146,0.09863704972391237,0.0700420028,0.06340710497437524,6.3407
BSX,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.958592,0.483146,90,1.9533004847949116,1.1,0.9898876404494381,0.45277718981958776,0.4683674786,0.2,20.0
BSX,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,21.387296,0.483146,90,1.9533004847949116,0.75,0.9898876404494381,0.04621649628378816,0.0274494831,0.013092255022890997,1.3092
BSX,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.125408,0.438202,90,1.9533004847949116,0.95,0.9629213483146066,0.4209802802418365,0.4043574718,0.23286159696405284,23.2862
BSX,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.034416,0.460674,90,1.9533004847949116,1.1,0.9764044943820225,0.43774855131693136,0.5265810124,0.331157112355257,33.1157
BWA,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.046647,0.0,90,2.0466465151568523,0.85,0.7,0.43541746341913823,0.2202123821,0.1405548286044666,14.0555
BWA,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.324493,0.494382,90,2.0466465151568523,0.75,0.996629213483146,0.1521029790873105,0.1080080691,0.07441463323084671,7.4415
BWA,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.048383,0.516854,90,2.0466465151568523,1.1,1.0101123595505617,0.43508854450060636,0.4592652905,0.2,20.0
BWA,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.080099,0.550562,90,2.0466465151568523,0.75,1.0303370786516854,0.18761376712321612,0.1159832524,0.04769415527109833,4.7694
BWA,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.115569,0.516854,90,2.0466465151568523,1.1,1.0101123595505617,0.42273125879875495,0.49319201,0.24280838663839244,24.2808
BWA,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.119507,0.505618,90,2.0466465151568523,1.1,1.003370786516854,0.42202865350898855,0.5216919055,0.29452799625519593,29.4528
BX,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.046118,0.0,90,2.0461179008676287,0.85,0.7,0.43551770561177733,0.2202630796,0.15399126072326758,15.3991
BX,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,8.820239,0.516854,90,2.0461179008676287,0.75,1.0101123595505617,0.1102506723923211,0.0793479664,0.06746199804762981,6.7462
BX,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.054544,0.449438,90,2.0461179008676287,1.1,0.9696629213483146,0.4339252760333269,0.4396955071,0.2,20.0
BX,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,16.737911,0.438202,90,2.0461179008676287,0.75,0.9629213483146066,0.05886538966777677,0.0340096442,0.01605673445920963,1.6057
BX,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.173465,0.52809,90,2.0461179008676287,0.95,1.0168539325842696,0.4126322892681282,0.4185377991,0.2376013114371507,23.7601
BX,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.133189,0.505618,90,2.0461179008676287,1.1,1.003370786516854,0.4196057598980867,0.5186968388,0.32488869533274234,32.4889
BXP,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.49939,0.0,90,1.4993901199790909,0.85,0.7,0.5716277853518186,0.2891007524,0.14679388283249908,14.6794
BXP,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.777257,0.483146,90,1.4993901199790909,0.75,0.9898876404494381,0.1423030337671922,0.1003656102,0.06360343075094055,6.3603
BXP,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.499502,0.52809,90,1.4993901199790909,1.1,1.0168539325842696,0.571591335289074,0.6073800175,0.2,20.0
BXP,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.759712,0.539326,90,1.4993901199790909,0.75,1.0235955056179775,0.0768656539113574,0.0472076027,0.015805587251738418,1.5806
BXP,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.535004,0.516854,90,1.4993901199790909,1.1,1.0101123595505617,0.5602227383754769,0.6536005385,0.2588321317394553,25.8832
BXP,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.523274,0.516854,90,1.4993901199790909,1.1,1.0101123595505617,0.5639284855031631,0.701785556,0.31496496742536667,31.4965
C,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.599193,0.0,90,1.599192545181347,0.85,0.7,0.5407765689980822,0.2734977498,0.1495850918665473,14.9585
C,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.411943,0.573034,90,1.599192545181347,0.75,1.043820224719101,0.2145028157339723,0.1595304438,0.08808769512307277,8.8088
C,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.595553,0.539326,90,1.599192545181347,1.1,1.0235955056179775,0.5418431423046374,0.5795864744,0.2,20.0
C,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.155946,0.595506,90,1.599192545181347,0.75,1.0573033707865167,0.18498148422673003,0.1173489281,0.04272870176607048,4.2729
C,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.691802,0.41573,90,1.599192545181347,0.95,0.949438202247191,0.5149855401423176,0.4877245781,0.21758865274627,21.7589
C,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.654807,0.404494,90,1.599192545181347,1.1,0.9426966292134831,0.5249875776271895,0.6097217524,0.3020098584980394,30.201
CAG,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.64412,0.0,90,1.644119890787361,0.85,0.7,0.5279496851618579,0.2670105533,0.14594375820033934,14.5944
CAG,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.507133,0.494382,90,1.644119890787361,0.75,0.996629213483146,0.1289136144190151,0.0915413403,0.062893157645873,6.2893
CAG,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.630773,0.573034,90,1.644119890787361,1.1,1.043820224719101,0.5316963037660604,0.5799701463,0.2,20.0
CAG,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,9.85386,0.505618,90,1.644119890787361,0.75,1.003370786516854,0.09897207897002408,0.0595834156,0.021409853476152475,2.141
CAG,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.67914,0.52809,90,1.644119890787361,1.1,1.0168539325842696,0.5183657322458501,0.6088030795,0.2587586023760736,25.8759
CAG,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.672908,0.505618,90,1.644119890787361,1.1,1.003370786516854,0.5200455938182889,0.6428558216,0.3109946283015616,31.0995
CAH,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.368486,0.0,90,1.368486039738874,0.85,0.7,0.617861368863793,0.3124833873,0.1545963638027648,15.4596
CAH,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.915237,0.561798,90,1.368486039738874,0.75,1.0370786516853931,0.2400823588972382,0.177401306,0.08938085764121609,8.9381
CAH,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.374426,0.505618,90,1.368486039738874,1.1,1.003370786516854,0.6156022388389906,0.6454727812,0.2,20.0
CAH,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.532067,0.516854,90,1.368486039738874,0.75,1.0101123595505617,0.12850057105574736,0.077880009,0.026068476237056954,2.6068
CAH,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.461713,0.52809,90,1.368486039738874,0.95,1.0168539325842696,0.5842100968088595,0.5925711936,0.238349079212071,23.8349
CAH,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.438754,0.505618,90,1.368486039738874,0.95,1.003370786516854,0.5921526127480653,0.6321741453,0.2916052231068912,29.1605
CARR,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.886907,0.0,90,1.8869070564306343,0.85,0.7,0.46796607133224694,0.2366738406,0.14933992261509227,14.934
CARR,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.533593,0.47191,90,1.8869070564306343,0.75,0.9831460674157303,0.1474145069867173,0.1032626199,0.07334277351328673,7.3343
CARR,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.884399,0.550562,90,1.8869070564306343,1.1,1.0303370786516854,0.4685159833558405,0.5044522121,0.2,20.0
CARR,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,9.050579,0.47191,90,1.8869070564306343,0.75,0.9831460674157303,0.10752018447155158,0.0634248279,0.0266215204940643,2.6622
CARR,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.990361,0.52809,90,1.8869070564306343,0.95,1.0168539325842696,0.44635666258170464,0.4527448289,0.2300321393950467,23.0032
CARR,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.934904,0.52809,90,1.8869070564306343,1.1,1.0168539325842696,0.457686021728305,0.5733725919,0.32066364398250996,32.0664
CAT,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.866757,0.0,90,1.8667567985221918,0.85,0.7,0.4724208282681068,0.2389268339,0.1495001345482208,14.95
CAT,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.57771,0.449438,90,1.8667567985221918,0.75,0.9696629213483146,0.1277512845133,0.0882614247,0.06675612105532308,6.6756
CAT,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.8608,0.539326,90,1.8667567985221918,1.1,1.0235955056179775,0.47375407149703885,0.5067545026,0.2,20.0
CAT,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,7.061415,0.483146,90,1.8667567985221918,0.75,0.9898876404494381,0.13677242773727125,0.0812336015,0.03382941188969416,3.3829
CAT,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.973757,0.550562,90,1.8667567985221918,0.95,1.0303370786516854,0.4496893801724789,0.4621733132,0.23247024745705802,23.247
CAT,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.947185,0.52809,90,1.8667567985221918,1.1,1.0168539325842696,0.455127769961964,0.5701677061,0.3174440850497039,31.7444
CB,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,0.814392,0.0,90,0.8143917754554364,0.85,0.7,0.9395036893930487,0.4751539909,0.14838436632502355,14.8384
CB,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,2.232922,0.573034,90,0.8143917754554364,0.75,1.043820224719101,0.4027513434214726,0.2995349984,0.09202107438096907,9.2021
CB,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,0.812711,0.52809,90,0.8143917754554364,1.1,1.0168539325842696,0.9409892361004839,0.9999067925,0.2,20.0
CB,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,4.184504,0.460674,90,0.8143917754554364,0.75,0.9764044943820225,0.22550433976121148,0.1321100705,0.027354427871073127,2.7354
CB,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,0.877161,0.494382,90,0.8143917754554364,0.95,0.996629213483146,0.8871843318943078,0.8819833384,0.22262157850514355,22.2622
CB,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,0.849718,0.483146,90,0.8143917754554364,1.1,0.9898876404494381,0.9093240019998796,1.1089584238,0.3096185529177907,30.9619
CBOE,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.395976,0.0,90,1.3959763346471772,0.85,0.7,0.6075421492705451,0.307264442,0.1394813526921793,13.9481
CBOE,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.358481,0.393258,90,1.3959763346471772,0.75,0.9359550561797753,0.17830140516709067,0.1189034975,0.0646269998669575,6.4627
